yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
96502023,9650,2023,MO0350000,MO0350000,,N,N,,I,DUNKLIN,DUNKLIN,Dunklin,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,7375,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,12,19,31,1,15,16,1.8,6.4,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,DUNKLIN,Not Specified,Y,Y,Y
96512023,9651,2023,MO0350100,MO0350100,,N,N,,I,CAMPBELL,CAMPBELL,Campbell,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1525,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,0,0,0,2.6,2.6,2005-10-01,2021-01-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,N,DUNKLIN,Not Specified,Y,Y,Y
96532023,9653,2023,MO0350300,MO0350300,,N,N,,I,CLARKTON,CLARKTON,Clarkton,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,957,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,DUNKLIN,Not Specified,Y,Y,Y
96542023,9654,2023,MO0350400,MO0350400,,N,N,,I,HORNERSVILLE,HORNERSVILLE,Hornersville,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,505,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,0,0,0,1,0,1,2.0,2.0,2005-10-01,2020-11-01,2020-11-01,2020-12-01,2020-12-01,2020-12-01,N,DUNKLIN,Not Specified,Y,Y,Y
96552023,9655,2023,MO0350500,MO0350500,,N,N,,I,KENNETT,KENNETT,Kennett,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,10103,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,21,2,23,2,4,6,2.3,2.9,2005-10-01,2019-04-01,2019-04-01,2019-04-01,2019-04-01,2019-04-01,N,DUNKLIN,Not Specified,Y,Y,Y
96562023,9656,2023,MO0350600,MO0350600,,N,N,,I,MALDEN,MALDEN,Malden,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,3522,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,9,1,10,2,3,5,3.1,4.3,2005-10-01,2021-01-01,2021-01-01,2021-03-01,2021-03-01,2021-03-01,N,DUNKLIN,Not Specified,Y,Y,Y
96582023,9658,2023,MO0350800,MO0350800,,N,N,,I,HOLCOMB,HOLCOMB,Holcomb,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,603,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2021-11-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,DUNKLIN,Not Specified,Y,Y,Y
96602023,9660,2023,MO0360000,MO0360000,,N,N,,I,FRANKLIN,FRANKLIN,Franklin,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,57744,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,96,10,106,8,24,32,1.8,2.4,2005-10-01,2018-12-01,2018-12-01,2019-01-01,2018-12-01,2018-12-01,N,FRANKLIN,"St. Louis, MO-IL",Y,Y,Y
96612023,9661,2023,MO0360200,MO0360200,,N,N,,I,GERALD,GERALD,Gerald,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1351,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2021-01-01,2021-12-01,2021-12-01,2021-12-01,2021-12-01,N,FRANKLIN,"St. Louis, MO-IL",Y,Y,Y
96622023,9662,2023,MO0360300,MO0360300,,N,N,,I,NEW HAVEN,NEW HAVEN,New Haven,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2404,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2020-01-01,2020-01-01,2020-03-01,2020-03-01,2020-03-01,N,FRANKLIN,"St. Louis, MO-IL",Y,Y,Y
96632023,9663,2023,MO0360400,MO0360400,,N,N,,I,PACIFIC,PACIFIC,Pacific,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,7523,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,15,1,16,0,5,5,2.0,2.8,2005-10-01,2021-01-01,2021-07-01,2021-07-01,2021-07-01,2021-07-01,N,"FRANKLIN, ST LOUIS","St. Louis, MO-IL",Y,Y,Y
96642023,9664,2023,MO0360500,MO0360500,,N,N,,I,ST. CLAIR,ST. CLAIR,St. Clair,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,4731,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,15,0,15,0,2,2,3.2,3.6,2005-10-01,2020-08-01,2020-08-01,2020-08-01,2020-08-01,2020-08-01,N,FRANKLIN,"St. Louis, MO-IL",Y,Y,Y
96662023,9666,2023,MO0360700,MO0360700,,N,N,,I,UNION,UNION,Union,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,12946,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,21,0,21,2,1,3,1.8,1.9,2005-10-01,2019-10-01,2019-10-01,2019-10-01,2019-10-01,2019-10-01,N,FRANKLIN,"St. Louis, MO-IL",Y,Y,Y
96672023,9667,2023,MO0360800,MO0360800,,N,N,,I,WASHINGTON,WASHINGTON,Washington,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,15265,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,27,0,27,3,2,5,2.0,2.1,2005-10-01,2019-05-01,2019-05-01,2019-05-01,2019-05-01,2019-05-01,N,FRANKLIN,"St. Louis, MO-IL",Y,Y,Y
96682023,9668,2023,MO0370000,MO0370000,,N,N,,I,GASCONADE,GASCONADE,Gasconade,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,8876,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,,,2005-10-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,GASCONADE,Not Specified,Y,Y,Y
96702023,9670,2023,MO0370200,MO0370200,,N,N,,I,HERMANN,HERMANN,Hermann,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2202,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2019-03-01,2019-03-01,2019-03-01,2019-03-01,2019-03-01,N,GASCONADE,Not Specified,Y,Y,Y
96712023,9671,2023,MO0370300,MO0370300,,N,N,,I,OWENSVILLE,OWENSVILLE,Owensville,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2806,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,6,0,6,1,1,2,2.5,2.9,2005-10-01,2021-01-01,2021-01-01,2021-03-01,2021-03-01,2021-03-01,N,GASCONADE,Not Specified,Y,Y,Y
96722023,9672,2023,MO0370400,MO0370400,,N,N,,I,ROSEBUD,ROSEBUD,Rosebud,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,397,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,N,GASCONADE,Not Specified,Y,Y,Y
96762023,9676,2023,MO0390000,MO0390000,,N,N,,I,GREENE,GREENE,Greene,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,94780,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,180,173,353,30,123,153,2.2,5.3,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,GREENE,"Springfield, MO",Y,Y,Y
96772023,9677,2023,MO0390100,MO0390100,,N,N,,I,ASH GROVE,ASH GROVE,Ash Grove,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1491,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,0,0,0,2.0,2.0,2005-10-01,2020-08-01,2020-08-01,2020-09-01,2020-09-01,2020-09-01,N,GREENE,"Springfield, MO",Y,Y,Y
96782023,9678,2023,MO0390200,MO0390200,,N,N,,I,REPUBLIC,REPUBLIC,Republic,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,20155,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2005-10-01,2020-12-01,2020-12-01,2021-01-01,2021-01-01,2021-01-01,N,"CHRISTIAN, GREENE","Springfield, MO",Y,Y,Y
96792023,9679,2023,MO0390300,MO0390300,,N,N,,I,SPRINGFIELD,SPRINGFIELD,Springfield,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,170521,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,279,41,320,37,55,92,1.9,2.4,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,"CHRISTIAN, GREENE","Springfield, MO",Y,Y,Y
96802023,9680,2023,MO0390400,MO0390400,,N,N,,I,WALNUT GROVE,WALNUT GROVE,Walnut Grove,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,641,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,0,0,3.1,3.1,2005-10-01,2020-11-01,2020-11-01,2021-02-01,2021-02-01,2021-02-01,N,GREENE,"Springfield, MO",Y,Y,Y
96812023,9681,2023,MO0390500,MO0390500,,N,N,,I,BATTLEFIELD,BATTLEFIELD,Battlefield,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,6317,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,1,1,2,1.4,1.6,2005-10-01,2020-09-01,2020-09-01,2020-10-01,2020-10-01,2020-10-01,N,GREENE,"Springfield, MO",Y,Y,Y
96822023,9682,2023,MO0390700,MO0390700,,N,N,,I,FAIR GROVE,FAIR GROVE,Fair Grove,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1606,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,0,0,0,2.5,2.5,2005-10-01,2022-08-01,2023-01-01,2023-01-01,2023-04-01,2023-01-01,N,GREENE,"Springfield, MO",Y,Y,Y
96832023,9683,2023,MO0390800,MO0390800,,N,N,,I,STRAFFORD,STRAFFORD,Strafford,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2682,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,0,0,0,2.6,2.6,2005-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,N,GREENE,"Springfield, MO",Y,Y,Y
96842023,9684,2023,MO0390900,MO0390900,,N,N,,I,WILLARD,WILLARD,Willard,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,6583,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,3,1,4,1.7,1.8,2005-10-01,2021-01-01,2021-01-01,2021-04-01,2021-04-01,2021-04-01,N,GREENE,"Springfield, MO",Y,Y,Y
96852023,9685,2023,MO0391400,MO0391400,,N,N,,I,SPRINGFIELD-BRANSON ARPT,SPRINGFIELD-BRANSON ARPT,Springfield-Branson Airport,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,Other,0,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,9,0,9,1,0,1,0,0,2005-10-01,2020-01-01,2020-01-01,2020-02-01,2020-02-01,2020-02-01,N,GREENE,"Springfield, MO",Y,Y,Y
96862023,9686,2023,MO0400000,MO0400000,,N,N,,I,GRUNDY,GRUNDY,Grundy,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,4236,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,,,2005-10-01,2020-11-01,2020-11-01,2021-01-01,2021-01-01,2021-01-01,N,GRUNDY,Not Specified,Y,Y,Y
96872023,9687,2023,MO0400100,MO0400100,,N,N,,I,TRENTON,TRENTON,Trenton,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,5649,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,1,5,6,1.6,2.5,2005-10-01,2020-01-01,2020-01-01,2020-02-01,2020-02-01,2020-02-01,N,GRUNDY,Not Specified,Y,Y,Y
96892023,9689,2023,MO0410100,MO0410100,,N,N,,I,BETHANY,BETHANY,Bethany,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2919,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,6,0,6,0,0,0,2.1,2.1,2005-10-01,2021-01-01,2021-01-01,2021-03-01,2021-03-01,2021-03-01,N,HARRISON,Not Specified,Y,Y,Y
96912023,9691,2023,MO0420000,MO0420000,,N,N,,I,HENRY,HENRY,Henry,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,12840,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,22,13,35,0,7,7,1.7,3.3,2005-10-01,2018-03-01,2018-03-01,2019-02-01,2018-05-01,2018-05-01,N,HENRY,Not Specified,Y,Y,Y
96922023,9692,2023,MO0420100,MO0420100,,N,N,,I,CLINTON,CLINTON,Clinton,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,9470,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,19,0,19,4,1,5,2.4,2.5,2005-10-01,2020-01-01,2023-06-01,2023-06-01,2023-06-01,2023-06-01,N,HENRY,Not Specified,Y,Y,Y
96972023,9697,2023,MO0430000,MO0430000,,N,N,,I,HICKORY,HICKORY,Hickory,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,8808,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,8,1,9,1,4,5,1.0,1.6,2005-10-01,2021-02-01,2021-12-01,2021-12-01,2021-12-01,2021-12-01,N,HICKORY,Not Specified,Y,Y,Y
96982023,9698,2023,MO0440000,MO0440000,,N,N,,I,HOLT,HOLT,Holt,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,2439,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,N,,,,,,,,,2005-10-01,2021-01-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,N,HOLT,Not Specified,Y,Y,Y
96992023,9699,2023,MO0440400,MO0440400,,N,N,,I,MOUND CITY,MOUND CITY,Mound City,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1022,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2021-01-01,2021-01-01,2021-02-01,2021-02-01,2021-02-01,N,HOLT,Not Specified,Y,Y,Y
97002023,9700,2023,MO0440500,MO0440500,,N,N,,I,OREGON,OREGON,Oregon,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,845,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2021-01-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,N,HOLT,Not Specified,Y,Y,Y
97012023,9701,2023,MO0450000,MO0450000,,N,N,,I,HOWARD,HOWARD,Howard,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,6307,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,,,2005-10-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,N,HOWARD,"Columbia, MO",Y,Y,Y
97022023,9702,2023,MO0450100,MO0450100,,N,N,,I,FAYETTE,FAYETTE,Fayette,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2820,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,5,0,5,2,0,2,2.5,2.5,2005-10-01,2020-12-01,2020-12-01,2021-01-01,2021-01-01,2021-01-01,N,HOWARD,"Columbia, MO",Y,Y,Y
97052023,9705,2023,MO0460000,MO0460000,,N,N,,I,HOWELL,HOWELL,Howell,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,23551,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,33,18,51,2,7,9,1.5,2.5,2005-10-01,2021-01-01,2021-01-01,2021-02-01,2021-02-01,2021-02-01,N,HOWELL,Not Specified,Y,Y,Y
97062023,9706,2023,MO0460100,MO0460100,,N,N,,I,MOUNTAIN VIEW,MOUNTAIN VIEW,Mountain View,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2608,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,1,1,2,3.5,3.8,2005-10-01,2021-01-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,N,HOWELL,Not Specified,Y,Y,Y
97072023,9707,2023,MO0460200,MO0460200,,N,N,,I,WEST PLAINS,WEST PLAINS,West Plains,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,12700,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,32,5,37,1,2,3,2.6,3.1,2005-10-01,2020-09-01,2020-09-01,2020-10-01,2020-10-01,2020-10-01,N,HOWELL,Not Specified,Y,Y,Y
97082023,9708,2023,MO0460300,MO0460300,,N,N,,I,WILLOW SPRINGS,WILLOW SPRINGS,Willow Springs,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2233,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,10,0,10,0,1,1,4.5,4.9,2005-10-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,HOWELL,Not Specified,Y,Y,Y
97092023,9709,2023,MO0470000,MO0470000,,N,N,,I,IRON,IRON,Iron,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,5764,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,7,1,8,2,0,2,1.6,1.7,2005-10-01,2020-12-01,2021-07-01,2021-07-01,2021-07-01,2021-07-01,N,IRON,Not Specified,Y,Y,Y
97102023,9710,2023,MO0470100,MO0470100,,N,N,,I,IRONTON,IRONTON,Ironton,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,1435,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,6,0,6,1,0,1,4.9,4.9,2005-10-01,2019-11-01,2019-11-01,2019-11-01,2019-11-01,2019-11-01,N,IRON,Not Specified,Y,Y,Y
97112023,9711,2023,MO0470200,MO0470200,,N,N,,I,PILOT KNOB,PILOT KNOB,Pilot Knob,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,661,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,0,0,1.5,1.5,2005-10-01,2020-11-01,2020-11-01,2020-12-01,2020-12-01,2020-12-01,N,IRON,Not Specified,Y,Y,Y
97132023,9713,2023,MO0470500,MO0470500,,N,N,,I,VIBURNUM,VIBURNUM,Viburnum,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,657,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2005-10-01,2021-01-01,2021-11-01,2021-11-01,2021-11-01,2021-11-01,N,IRON,Not Specified,Y,Y,Y
97142023,9714,2023,MO0480000,MO0480000,,N,N,,I,JACKSON,JACKSON,Jackson,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,County,24704,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,78,13,91,6,28,34,3.4,5.1,2005-10-01,2017-03-01,2017-03-01,2019-02-01,2017-04-01,2017-04-01,N,JACKSON,"Kansas City, MO-KS",Y,Y,Y
97152023,9715,2023,MO0480100,MO0480100,,N,N,,I,BLUE SPRINGS,BLUE SPRINGS,Blue Springs,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,59896,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,N,,,,,,,,,2005-10-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,N,JACKSON,"Kansas City, MO-KS",Y,Y,Y
97162023,9716,2023,MO0480200,MO0480200,,N,N,,I,BUCKNER,BUCKNER,Buckner,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,2876,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2005-10-01,2020-09-01,2020-09-01,2020-10-01,2020-10-01,2020-10-01,N,JACKSON,"Kansas City, MO-KS",Y,Y,Y
97172023,9717,2023,MO0480300,MO0480300,,N,N,,I,GRAIN VALLEY,GRAIN VALLEY,Grain Valley,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,16432,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,17,1,18,2,3,5,1.2,1.4,2005-10-01,2006-02-01,2006-02-01,2019-01-01,2013-05-01,2013-05-01,N,JACKSON,"Kansas City, MO-KS",Y,Y,Y
97182023,9718,2023,MO0480400,MO0480400,,N,N,,I,GRANDVIEW,GRANDVIEW,Grandview,,A,28,Missouri,MO,MO,4,West North Central,2,Midwest,Region II,City,25342,23376,MOUCR0001,Missouri State Highway Patrol UCR Program Office CRID/CJIS Section,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,41,7,48,6,13,19,1.9,2.6,2005-10-01,2021-09-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,JACKSON,"Kansas City, MO-KS",Y,Y,Y
